sample_id,block_idx,is_correct,before_entropy,conf_entropy,after_entropy,delta_entropy,before_surprisal,conf_surprisal,after_surprisal,delta_surprisal,conf_length_tokens
98,0,False,0.4078042507171631,0.4544827342033386,0.34908515214920044,-0.058719098567962646,0.5719946622848511,0.6490922570228577,0.2267301380634308,-0.3452645242214203,7
99,0,True,0.40712761878967285,0.41607731580734253,0.3714185655117035,-0.03570905327796936,0.6817403435707092,0.7474209070205688,0.24000290036201477,-0.44173744320869446,7
100,0,False,0.4217161536216736,0.4308031499385834,0.35958021879196167,-0.062135934829711914,0.6953909397125244,0.7161779999732971,0.21961769461631775,-0.47577324509620667,7
101,0,True,0.5015771389007568,0.42759937047958374,0.36806780099868774,-0.1335093379020691,1.527919054031372,0.7156386971473694,0.2236311435699463,-1.3042879104614258,7
102,0,True,0.3859616219997406,0.42124176025390625,0.36618131399154663,-0.01978030800819397,0.820026159286499,0.7650496363639832,0.24521109461784363,-0.574815034866333,7
103,0,True,0.3427395224571228,0.4198388457298279,0.37098920345306396,0.028249680995941162,0.6839955449104309,0.8186435103416443,0.2642636299133301,-0.41973191499710083,7
104,0,True,0.41200098395347595,0.42996177077293396,0.3793087899684906,-0.03269219398498535,0.6863083839416504,0.765727162361145,0.3044798970222473,-0.3818284869194031,7
105,0,True,0.536719799041748,0.4335778057575226,0.36277419328689575,-0.1739456057548523,0.8496795892715454,0.7181947827339172,0.27287158370018005,-0.576807975769043,7
106,0,True,0.474185049533844,0.41417545080184937,0.3771963119506836,-0.0969887375831604,0.6476995944976807,0.8230006098747253,0.2648855447769165,-0.38281404972076416,7
107,0,True,0.34669700264930725,0.42817673087120056,0.3681612014770508,0.02146419882774353,0.6436495780944824,0.7162366509437561,0.26450493931770325,-0.3791446387767792,7
108,0,True,0.3204421401023865,0.43395647406578064,0.3606604039669037,0.04021826386451721,0.6725372672080994,0.7286087870597839,0.23480887711048126,-0.4377284049987793,7
109,0,True,0.5320963263511658,0.42720624804496765,0.37033724784851074,-0.16175907850265503,0.5769070982933044,0.7359017133712769,0.26605740189552307,-0.31084969639778137,7
110,0,True,0.34284642338752747,0.45062825083732605,0.36509037017822266,0.02224394679069519,1.1744472980499268,0.7865824103355408,0.242838054895401,-0.9316092729568481,7
111,0,True,0.4901813864707947,0.4451601803302765,0.3857067823410034,-0.10447460412979126,0.9104391932487488,0.7322229743003845,0.30451369285583496,-0.6059255003929138,7
112,0,True,0.6615101099014282,0.4333362579345703,0.3745824694633484,-0.28692764043807983,1.0360188484191895,0.7122809290885925,0.2373303771018982,-0.7986884713172913,7
113,0,True,0.47632938623428345,0.4188006818294525,0.3704988658428192,-0.10583052039146423,0.6234212517738342,0.7018178105354309,0.2309470921754837,-0.3924741744995117,7
114,0,True,0.40046095848083496,0.42770957946777344,0.3801123797893524,-0.020348578691482544,0.6176410913467407,0.7544663548469543,0.2665988802909851,-0.3510422110557556,7
115,0,True,0.33825868368148804,0.4290487468242645,0.3640959858894348,0.025837302207946777,0.6903856992721558,0.7196747064590454,0.2549002468585968,-0.43548545241355896,7
116,0,True,0.3852809965610504,0.42587974667549133,0.35595762729644775,-0.02932336926460266,0.8125032186508179,0.7356844544410706,0.25112393498420715,-0.5613793134689331,7
117,0,True,0.48060402274131775,0.4192662835121155,0.3616317808628082,-0.11897224187850952,0.7524498701095581,0.7847367525100708,0.22571490705013275,-0.5267349481582642,7
118,0,True,0.30859896540641785,0.43413275480270386,0.3616037964820862,0.053004831075668335,1.4979088306427002,0.6929424405097961,0.28217649459838867,-1.2157323360443115,7
119,0,False,0.5649442076683044,0.4376942217350006,0.3632228970527649,-0.20172131061553955,0.9595845341682434,0.6451652646064758,0.22922414541244507,-0.7303603887557983,7
120,0,True,0.29588058590888977,0.4212917387485504,0.3696654438972473,0.07378485798835754,0.7152799367904663,0.7719020247459412,0.24050018191337585,-0.47477975487709045,7
121,0,True,0.31938451528549194,0.4199922978878021,0.3762860894203186,0.05690157413482666,1.3631036281585693,0.7894145250320435,0.26848524808883667,-1.094618320465088,7
122,0,True,0.3314358592033386,0.40990346670150757,0.3682337701320648,0.036797910928726196,0.6307926774024963,0.8803622126579285,0.24766704440116882,-0.3831256330013275,7
123,0,True,0.3215722143650055,0.4237489700317383,0.3565860986709595,0.03501388430595398,0.6705381274223328,0.7669335603713989,0.2521169185638428,-0.41842120885849,7
124,0,True,0.3769335448741913,0.4402419626712799,0.3653896450996399,-0.011543899774551392,0.6745450496673584,0.7631233930587769,0.25252947211265564,-0.42201557755470276,7
125,0,True,0.3498721420764923,0.4349062740802765,0.35838016867637634,0.008508026599884033,0.6453230977058411,0.6713561415672302,0.23234550654888153,-0.41297757625579834,7
126,0,True,0.5644366145133972,0.447948694229126,0.3737797737121582,-0.190656840801239,0.7358774542808533,0.633621871471405,0.23652149736881256,-0.4993559718132019,7
127,0,True,0.3756999969482422,0.4445834159851074,0.37548795342445374,-0.00021204352378845215,0.6380251049995422,0.7200883030891418,0.2746860384941101,-0.36333906650543213,7
128,0,True,0.3287227153778076,0.42012515664100647,0.3816465139389038,0.05292379856109619,0.6737958788871765,0.8438339233398438,0.2772926688194275,-0.396503210067749,7
129,0,True,0.3948582708835602,0.44084763526916504,0.3730921745300293,-0.021766096353530884,0.6927897930145264,0.719174861907959,0.265188068151474,-0.42760172486305237,7
130,0,True,0.4471273124217987,0.4281900227069855,0.36494189500808716,-0.08218541741371155,0.828540563583374,0.743797779083252,0.24685028195381165,-0.5816903114318848,7
131,0,True,0.35045140981674194,0.4201640188694,0.35838180780410767,0.007930397987365723,0.5855928063392639,0.7765421867370605,0.25555604696273804,-0.3300367593765259,7
132,0,True,0.350065141916275,0.42208126187324524,0.3583190441131592,0.008253902196884155,0.6388205885887146,0.7738485932350159,0.23526668548583984,-0.40355390310287476,7
133,0,True,0.3284471035003662,0.42240700125694275,0.3732755780220032,0.04482847452163696,0.6290014982223511,0.781254768371582,0.2656669616699219,-0.3633345365524292,7
134,0,True,0.43540820479393005,0.4510639011859894,0.3776484727859497,-0.05775973200798035,0.6051742434501648,0.6645159125328064,0.23476764559745789,-0.3704065978527069,7
135,0,True,0.49733105301856995,0.4208829700946808,0.35268479585647583,-0.14464625716209412,1.0049136877059937,0.7324580550193787,0.22310790419578552,-0.7818057537078857,7
136,0,True,0.32369688153266907,0.4259493350982666,0.3610425293445587,0.03734564781188965,0.6471095085144043,0.7832144498825073,0.26228630542755127,-0.384823203086853,7
137,0,True,0.48619091510772705,0.4088546931743622,0.3575502634048462,-0.12864065170288086,0.8175005912780762,0.8725879788398743,0.23529520630836487,-0.5822054147720337,7
138,0,True,0.381788045167923,0.4249582290649414,0.3537665009498596,-0.028021544218063354,0.8998739123344421,0.7854722738265991,0.22940632700920105,-0.6704676151275635,7
139,0,True,0.33151307702064514,0.4269368648529053,0.3511064648628235,0.019593387842178345,0.6594133973121643,0.7297672629356384,0.23862521350383759,-0.4207881689071655,7
140,0,True,0.47097015380859375,0.43120434880256653,0.3663008213043213,-0.10466933250427246,0.6538263559341431,0.6733053922653198,0.25873586535453796,-0.3950904905796051,7
141,0,True,0.4546131491661072,0.4130922853946686,0.42551279067993164,-0.029100358486175537,0.6632274985313416,0.8895861506462097,0.2518163323402405,-0.4114111661911011,7
142,0,True,0.3585844337940216,0.43250948190689087,0.37077397108078003,0.012189537286758423,0.6830523014068604,0.7190845608711243,0.2135753035545349,-0.46947699785232544,7
143,0,True,0.34561505913734436,0.5007048845291138,0.36543333530426025,0.019818276166915894,0.5673439502716064,0.6988641619682312,0.2338496446609497,-0.33349430561065674,7
144,0,False,0.6748816967010498,0.5175096392631531,0.36682093143463135,-0.30806076526641846,1.0577696561813354,0.6284318566322327,0.20892588794231415,-0.8488437533378601,7
145,0,True,0.32225301861763,0.44621697068214417,0.3606607913970947,0.03840777277946472,0.6572903990745544,0.6866855621337891,0.2819402515888214,-0.37535014748573303,7
146,0,True,0.3046755790710449,0.42269524931907654,0.35819435119628906,0.05351877212524414,0.6395804286003113,0.8290528655052185,0.259810209274292,-0.3797702193260193,7
147,0,True,0.44316232204437256,0.43788450956344604,0.3583517074584961,-0.08481061458587646,0.6159990429878235,0.682340681552887,0.21090875566005707,-0.4050902724266052,7
148,0,True,0.48994016647338867,0.4180243909358978,0.3705509305000305,-0.11938923597335815,0.7050859332084656,0.7644385099411011,0.22873875498771667,-0.4763471782207489,7
149,0,True,0.3126135468482971,0.41410204768180847,0.34975048899650574,0.03713694214820862,0.6991396546363831,0.7634555101394653,0.2004595696926117,-0.49868008494377136,7
150,0,True,0.4381290376186371,0.4389466643333435,0.3652762174606323,-0.07285282015800476,0.6111677289009094,0.6683301329612732,0.20853616297245026,-0.40263158082962036,7
151,0,True,0.42440173029899597,0.43415379524230957,0.3467235565185547,-0.07767817378044128,1.1843841075897217,0.7086106538772583,0.1897701621055603,-0.9946139454841614,7
152,0,True,0.3527783453464508,0.42632803320884705,0.35843420028686523,0.005655854940414429,0.6036655902862549,0.7251986265182495,0.2575136423110962,-0.3461519479751587,7
153,0,True,0.4610987603664398,0.4344293773174286,0.37574711441993713,-0.08535164594650269,0.8129116892814636,0.6818849444389343,0.24605226516723633,-0.5668594241142273,7
154,0,True,0.36230364441871643,0.43200942873954773,0.36392098665237427,0.001617342233657837,0.6381205320358276,0.6980692148208618,0.21525251865386963,-0.422868013381958,7
155,0,True,0.34289783239364624,0.4647679328918457,0.3714296817779541,0.02853184938430786,0.5825310945510864,0.6815771460533142,0.2203638106584549,-0.3621672987937927,7
